chr	s_SRR5975533	s_SRR5982858	s_SRR5998198	s_SRR5998343	s_SRR6003016	s_SRR6003062	s_SRR6024298	s_SRR6037080	s_SRR6040389	s_SRR6676162	s_SRR6676163	s_SRR6676164	s_SRR6676165	s_SRR6676166	s_SRR6676167	s_SRR6676169	s_SRR5975338	s_SRR5982760	s_SRR5982775	s_SRR5982826	s_SRR6003373	s_SRR6003380	s_SRR6003386	s_SRR6024050	s_SRR6024052	s_SRR6024064	s_SRR6024156	s_SRR6024283	s_SRR6024288	s_SRR6024420	s_SRR6024434	s_SRR6024436	s_SRR6024506	s_SRR6024507	s_SRR6024528	s_SRR6024538	s_SRR6024546	s_SRR6036618	s_SRR6036641	s_SRR6036657	s_SRR6036664	s_SRR6036692	s_SRR6036762	s_SRR6036776	s_SRR6036787	s_SRR6036814	s_SRR6036825	s_SRR6036837	s_SRR6036872	s_SRR6036905	s_SRR6036938	s_SRR6036990	s_SRR6036993	s_SRR6037019	s_SRR6037046	s_SRR6040259	s_SRR6040314	s_SRR6040334	s_SRR6040341	s_SRR6040588	s_SRR6040591	s_SRR6676168
chr1	-0.9209466659590947	-0.9688868345313194	-1.1702010955304463	-1.3447237854690033	-1.8282624830843608	-0.2715128555464662	-0.8913782447029117	-1.208306747745867	0.025964841322924197	1.1772377268086565	-1.4790935283480777	2.108378879929212	1.717785548381889	2.4562871994749953	3.09855419577044	2.043995652575203	-1.7813812363259567	0.8710043366892871	-0.5755247548880582	-0.15356908246598894	-0.019879864763761725	0.6745	-0.09681003310764429	-0.9615745207216807	-0.3812334343241768	-1.2822906396090805	0.18409981672421694	0.46856035633060134	1.5438505222338779	0.27912005919479305	-0.619338486412234	-0.6331557282135359	-2.29689526720909	0.07191533637426098	-0.10030707477135771	0.03945302686928003	-1.4241427320062026	1.2206383996252697	-3.953715117585298	-0.38395440091961686	0.18506888612711322	0.14560873728823312	1.525419769243113	-1.3799521448727445	0.07074355027044808	0.7500714151397282	0.019879864763743517	0.8314332219879687	0.665857479146612	-0.6221237636734822	-0.10687571466023481	0.7013047180560879	0.39950876556023085	0.8753551182243635	-0.10468521868124875	0.15176911581825556	0.6008839223620053	1.2507012458944573	-0.4131372204408783	-0.18238576214907887	-0.49450138372245905	3.346067014974545
chr2	2.6339256229646226	1.7853043480721746	1.6394380933774266	1.1280672677696737	1.3012143680963606	2.040970870107642	2.086632069065974	0.6110664890906166	0.6745	-1.7470806629884004	-0.855473437180148	-0.6877741875680712	-1.9566606739314012	-3.504338271688634	-0.42381293109779256	-5.445966178197514	-1.412940504004989	-0.08509979067733002	0.573909278479551	-0.5023116296972953	-0.058718098585014936	1.1429425923626473	-0.4414198406421753	-2.1922324456902635	-1.3109626699343069	-0.33860180155172687	-0.14515804951731318	-0.8455636650694939	0.9180767317750598	1.5789961663217533	-1.591449956215492	0.78627058472128	-2.799875552883126	-0.9577696975242198	0.2066943639195476	0.07619873683376487	0.315545064273338	0.5690306385464927	-1.9687873598912096	-0.23997390343096356	0.6864155393443531	-0.2922792988662978	0.687888661282502	0.058718098585014936	0.23561529852384167	0.6082945200746942	-0.12843285304513136	0.5549724175899359	1.5764845939320242	-0.8341482249826051	-0.384567519441844	0.5473586682581583	0.6655053752987099	-0.22558975621021762	0.6588416981861641	-0.09049572387405895	0.3182662180814506	1.646559107157635	-0.06482466513028858	0.43538578265961597	-0.366586106684973	-4.334449874028547
chr3	1.521745734340499	-0.21396032903825624	0.5809677794786511	0.3232296291838868	-0.11972549070408704	1.504738598133421	1.1939836241013255	-0.41903935861959335	1.0398450702951625	-2.564769633053176	1.0127757558927433	-3.242739458287464	-3.210321663029509	-6.381521450222011	-3.886746460538118	-8.333980040772976	-0.9065237192669142	1.1855554645486281	-0.011416736487567362	0.45490419718697395	0.8236332265537917	0.5698969239241973	0.11371205158611025	-1.5115584817422154	-1.2558166841755025	-0.5158302745401605	1.6964264812901373	-0.7978059345243965	-0.8085523455661413	-0.023621314143114556	-0.39816928429991744	0.5465061997102449	-1.811238528469313	0.007126023442927858	0.1623403459698775	-0.3055349267881748	1.4842853607914173	0.6392332866904202	-0.6745	0.2662388635687955	-0.09739021934616818	0.5073496755526828	1.2468445998554687	-0.9595181369010931	-0.6702974358134971	-0.19560726008189286	-1.4216055502520293	0.702770514467144	-0.007126023442870786	-0.44561548183112754	-1.1186398006907923	1.4278775795970493	1.2908702926437303	0.09476550356199301	0.5660294600639862	0.5494099201874143	0.5244175953013133	1.596484339677337	-0.7656215785199586	0.5771729884157779	0.017950486146015045	-9.405148623231913
chr4	1.6859182096265513	0.9176031449449233	1.7311858318151538	1.567889450154485	2.5876157083770397	1.6350944750917158	0.8127084822960625	0.583729189173103	1.3143692269684868	-4.79309670222808	-0.693366944988044	-5.779943190961913	-4.6123529155128145	-8.054157801868426	-6.594137821963567	-8.871595845411143	1.1335075024167196	-0.645730784704526	0.5254510191515622	0.6954581817999506	0.035439094652830974	-0.03934295633511503	0.40523844884088756	0.035388844458665976	0.5694182993138088	0.7070360799678046	0.3982091817195015	-0.7923406076353269	-0.8300474070817375	-0.4060034052004152	0.0029449518643413068	0.5221839943936766	-0.10487869645775344	-0.2968615767372	0.5696500019286921	-0.28586566557343374	2.2217422442506924	-0.9857601148199732	0.7807404478702081	-0.5427967343519691	-0.44920521456397805	-0.7887853720702496	-1.1875576278184503	1.1718925535673514	-0.4894365351129324	0.14969844936623225	-0.9607172277598436	-0.8572709452006372	-0.5365400784332808	-0.27815792216234747	0.07456158503016493	0.495560444194768	0.13454357152309562	-0.0029449518643413068	0.4009687550016387	0.6241105488076953	-0.17328736829655925	-1.0216912529186577	-1.028572586897835	0.18185100618534428	-0.3036052780410598	-11.113276496217374
chr5	2.5346044996817234	1.0989532365075383	1.3098403721727818	1.473234891826561	2.1039723454599715	2.1487099012032393	1.7000097951308726	1.0132884909930282	2.256607555598526	-2.0314454262071164	1.5432715285290053	-3.1529438382575745	-2.4398888343031717	-4.420581593322166	-3.2459888032667075	-6.061372668591623	0.589037641186177	-0.9602084198087003	0.6745000000000001	0.7253148229631945	0.6363695211382251	0.2849953509400711	-0.4161987715516921	-0.16510038567769927	-0.36324240431957655	0.24267722409756654	0.02526974205304622	-0.44698559378885383	-1.3983749911745376	0.10349784682948139	-0.889776150187982	0.6452028068066308	-1.2660915778434045	-0.6829826924378346	-0.5378785818684063	0.29029515441580944	0.7524701964188977	0.1089911236557591	-0.5621669625517721	-1.2802307129591721	0.9308484222866892	-0.02526974205308954	-0.8595839990228666	0.49271573532252877	-1.158740930766657	0.14204199007257912	-0.40893769472693137	-1.357347361019753	-0.9638149814279184	-0.6983892085137539	0.3215756738816189	0.5467320872441759	-0.26538867699675606	0.07869980671594959	0.628846447279738	0.6561062864741631	-0.4060380692516004	-0.5521615778609739	-0.34987560179564886	0.6401904567039554	-0.14735205254993358	-7.168350991170404
chr6	0.667344606608796	1.1870352178640455	0.7482040866685085	0.9885199952646101	0.5531919718167072	1.0020688580776134	1.3466146976136184	0.30388474294383344	0.06667040445360148	-3.351249942905307	-1.7891863996214392	-3.808365580797281	-3.2955789776551545	-6.789028015683674	-4.051670520165312	-8.102723209646228	-0.7273426170296282	0.4105883037341314	-1.0475988179515128	1.2324759263698282	0.5907078373223714	1.079079915075166	-0.613276035749181	-1.4277688831666318	-0.414306809752251	0.20909640780478655	0.04691609857380603	-0.785079905689879	-0.04691609857380603	0.33198580673999795	-0.47547763248356056	1.1366371852451589	-1.5287256039711654	-1.4959061621367282	0.31197172737395606	-1.17246876928194	0.8620211598848445	-0.2608238662112396	-1.7038877125557779	-0.4768860800884464	-0.23835654937333228	0.24841268507725936	0.12759656086658247	0.6337324141355408	-0.26598215714456064	0.6737322417518674	-0.6422249678948461	-1.2667966074676582	-0.19279730344109586	-0.3685753118895372	-0.6667308681180197	1.0741814286249534	1.2956785204560952	0.3565246002520658	0.6371466568843028	0.35506576507711335	1.9239154764616169	0.9040338502692408	0.47633276049752565	-0.6745	-1.0423881505174082	-9.100187999508448
chr7	0.49079555914275436	-0.023191681212458643	0.39898492039774186	0.1261219604516697	0.6204083925043877	0.11073811494317734	0.13023708017421126	0.1973773702484323	1.1728217376043744	3.9199196324679155	0.2123835268947434	5.572671065142276	4.531884627293396	4.101895089387672	5.341716881120621	3.3994741513260918	2.0743714708007666	0.2078094245514021	0.014704807734614859	0.22610443239629785	1.363907876578031	-1.290165080065422	-0.4985428592013683	-0.2020391511919711	-1.4139128950423545	-0.3701223381891512	-0.7523575479432001	-0.2841883667219663	-0.2786169395735363	0.23526711952546425	-0.37335563016952206	-0.7952699677673472	3.5591590543811074	-0.7233492387063112	-0.09018885596826769	-1.4771380906793	1.4021788390258942	-0.27187783940122895	4.081165221283856	-0.8262031614427584	0.6745	-1.358807381414192	-2.254155582841941	1.3132895140400074	-1.213396841412734	-1.0176506319710072	-0.5532216774302656	-1.2882519476387648	-1.2020982023213411	-0.08149573942698132	-0.6444615054799804	0.03427071073933952	0.0016355612392518022	-1.0269114221772795	-0.2436147926039984	0.8361706295041568	-0.545560765627451	-2.0014103744291765	-0.6688217530276375	1.1121678867150933	-0.0016355612392518022	3.800448474671154
chr8	2.098946944134414	0.2725202707405382	1.9381991625202193	1.0084215155096061	1.6753887102334728	1.9940639211028774	0.9751603445765148	1.033092622269277	1.6785468500529273	0.15439723528114713	0.3681242391898836	0.40154902560293104	0.320878152635971	-1.1280274002295207	0.47847302138374176	-3.1439530351653366	-0.44226719575492224	-1.7955617558385963	0.09524161512245014	0.14678962429999437	0.08764813132153548	-0.264552044587527	0.33028132122871057	-1.0050196967717109	-1.148695278139779	-0.39689322148849865	-0.7085927894171212	-1.1890139210943493	-0.7629510419145134	0.42596156213520614	0.18104612601743292	1.1062725443569228	-2.166870793586315	0.18129570213896704	-0.2369414131791532	-1.1412139117965399	1.0369713129680511	-0.21253257177067064	0.043151041934632976	-0.30760602996031905	0.0008478521473004115	-0.09574735979780093	-1.0923219715508072	0.4322171201247596	-1.2496358473301115	-0.6144358506777156	-0.2827698176906614	-0.01171590667726701	-1.093130215650857	-0.31648657949645087	-0.26045097750533025	0.5052737106733876	-0.7753068006073339	1.0349257123695912	0.6745	1.7067302495791765	-0.7070831096078588	-0.0008478521472582843	-0.9210427037629847	1.2456051031358062	-0.6887261448417463	-2.4890937262855926
chr9	0.06039154886291605	-0.9441494859130921	0.3419052969484978	-1.0508466377060388	-1.3887782414478849	0.0013378528574591753	0.2103607321666588	0.5301133827508435	0.1850649999872468	2.650341112807617	-0.0013378528574591753	3.2890057083513464	2.240938572386678	2.4481924466837097	3.2390801696096414	1.4529598520833684	-1.36934783690658	-0.1480682235038898	-0.2731872108670771	-0.32803641245105175	-0.7195535047860409	-0.36476280695459257	-0.73476563908142	-0.8614318454447677	-0.8068613109426266	-0.9736906143223517	0.5112590586249695	0.6663314477599579	1.1851971149828198	1.1436085545264265	-0.058475013331929414	0.14162731642788404	-2.324041378344998	0.5871897225368781	0.2807345071717896	-0.636347840981488	-1.0511750929054269	0.883190696720045	-3.3084171341934443	-0.030147925869392512	1.0269314209593257	0.18760639994543535	-0.17453200622489456	-0.31975376747739087	-1.2105727975921339	-0.12639868144764121	-0.059247597773111844	0.2904825262217204	-0.6110399538546115	-0.7021196971342153	0.14336431480470158	0.9630558635889331	-1.0160539939119613	0.6758257479616934	0.16199823537163457	1.1430474901399814	-0.4592726360008261	-0.6273254225615048	0.6745	0.9639135747763542	-1.0881880241484534	2.7515393732720628
chr10	-0.2685836234377801	-0.9324424625700937	0.32068788062792414	-0.17270246432661293	-1.141107144045329	0.10051194279867198	-0.25264156142602495	-0.04251444741033956	0.5834427362171652	4.413787802954356	-1.0645706270977566	6.721621338747071	4.40446148714599	7.429092428044207	6.788734998928688	6.111257158771088	-1.9610244080912134	-0.055058744891713036	0.41328405535931323	-0.9698122396207814	0.6622124338579165	0.9739491009160693	-0.603989185289565	-0.9809843762722845	-0.6745	-0.5811922883516394	0.6385601916144987	-0.47840019750356055	1.383240445026069	1.5839125851065936	-0.6266555314474415	-1.044509939050011	-1.3186707747534958	0.04251444741033956	0.2528461857587421	0.6793295978494573	-1.7110905599973938	2.0800396986274907	-3.94531517222604	-0.1830764227156193	2.0850389998285195	-0.29188999916095576	0.8457184232049973	-0.3243792299388936	-0.38856198427733474	-0.08185776843339647	0.12040552341811421	0.28836344612051984	1.9948448872025362	0.15176554981231163	-0.7971716406116911	-0.47900065059167457	-0.3760655083017137	0.8178988088151538	-0.3155935962402912	-0.711374504531994	1.4173798888519924	1.098017701032954	0.9799360112663144	0.31417838206720133	-0.4894431981205003	8.554048505785756
