chr	s_SRR5975338	s_SRR5982760	s_SRR5982775	s_SRR5982826	s_SRR6003373	s_SRR6003380	s_SRR6003386	s_SRR6024050	s_SRR6024052	s_SRR6024064	s_SRR6024156	s_SRR6024283	s_SRR6024288	s_SRR6024420	s_SRR6024434	s_SRR6024436	s_SRR6024506	s_SRR6024507	s_SRR6024528	s_SRR6024538	s_SRR6024546	s_SRR6036618	s_SRR6036641	s_SRR6036657	s_SRR6036664	s_SRR6036692	s_SRR6036762	s_SRR6036776	s_SRR6036787	s_SRR6036814	s_SRR6036825	s_SRR6036837	s_SRR6036872	s_SRR6036905	s_SRR6036938	s_SRR6036990	s_SRR6036993	s_SRR6037019	s_SRR6037046	s_SRR6040259	s_SRR6040314	s_SRR6040334	s_SRR6040341	s_SRR6040588	s_SRR6040591	s_SRR5998015	s_SRR5998071	s_SRR5998123	s_SRR5998185	s_SRR6036690
chr1	-2.0716601853784207	1.1173855869601348	-0.621821386185678	-0.11449094111688383	0.046247768540577515	0.8811223036197825	-0.046247768540577515	-1.0859810416178437	-0.3882188810484055	-1.4715880187723733	0.29149889172200527	0.6335146568724783	1.9263695089341246	0.4057446882684313	-0.6745	-0.6911129001002405	-2.691478758324495	0.15661599746190719	-0.05045237063418608	0.11758555183573872	-1.642141206875474	1.5377615087775691	-4.6835248594357815	-0.3914903839196861	0.2926640340428843	0.2452198682659513	1.9042096406615048	-1.5890094878264565	0.15520712253871816	0.9719841694106679	0.09405212950868262	1.0698080034712056	0.870731131661132	-0.6778488255874793	-0.05835005092650666	0.9133504508639699	0.5504917789546317	1.1226166670873845	-0.05571634939676681	0.2526266832128596	0.7926114009983691	1.573907005033692	-0.42657779661187645	-0.149138132479685	-0.5244044638856009	-1.4965747268704483	-3.5354684860648904	-3.1902352137618677	-2.4909322175577056	0.6688818176455588
chr2	-1.8462692640699205	-0.1902619131874606	0.6316166840480999	-0.7105847692029197	-0.1573601685767643	1.341282641138606	-0.6346439961331154	-2.8181578128704508	-1.7190883144627145	-0.5064151906535779	-0.26516315482130676	-1.138669168239916	1.0608427402092644	1.8851038364122443	-2.0688960912906107	0.8964616166138372	-3.575975706330488	-1.2786061446357662	0.17364714616499516	0.010900428472850549	0.30939954336544184	0.6255323220381366	-2.5394898213803554	-0.38341209046940145	0.7719280882266202	-0.448644402193491	0.7737652820510266	-0.010900428472935635	0.2097156894913088	0.6744999999999999	-0.24430444185604766	0.6079997091194942	1.8819715462979867	-1.1244324811827227	-0.5637410174267775	0.598504274362412	0.745850121931277	-0.3654730008672792	0.7375395631635552	-0.19699141390917016	0.3127932114943723	1.9693644902304772	-0.16497593075827133	0.458858065453806	-0.5413156230208432	3.6107831527117384	2.587564036340631	3.51155500193744	4.010262146113236	-0.7663134853328115
chr3	-1.207160048929308	1.2106032061056513	-0.17270743880289915	0.36620792693179827	0.7923387852494447	0.49910212685135924	-0.028099247921789364	-1.9063834951774896	-1.6108291367589491	-0.7556454686252279	1.8010039815138126	-1.0815176415325356	-1.0939369982859668	-0.18681196200980107	-0.6196676237355055	0.47207005562257887	-2.252716182223536	-0.15127803787309252	0.028099247921789364	-0.5126124283689567	1.5558378281523004	0.5792324161017915	-0.939016076617047	0.14817214958181338	-0.27206482898724227	0.42681784622466273	1.2814335171302507	-1.268404363517924	-0.934159278965382	-0.38557179083943005	-1.8024271563724745	0.652660791009275	-0.16774876973452932	-0.6745	-1.4522972652622597	1.4906487752116448	1.3323129021575342	-0.04999529658803562	0.49463259621230365	0.47542581229130526	0.4465428114780633	1.6855033639988335	-1.0443229913794871	0.5075108914455007	-0.13876847877921067	1.541101936211124	2.574757545217745	4.253919118296386	4.0018387873300885	0.6029718109946347
chr4	1.477816877348148	-0.8817743997633405	0.671424173071893	0.8968843719307291	0.02157987110458217	-0.07759463321724365	0.5120005959392533	0.021513230272556954	0.7297327265130455	0.9122387557262549	0.5026785183377505	-1.0762055008870108	-1.1262115263337193	-0.5638526027465316	-0.021513230272518835	0.6670915082587457	-0.16450685956249722	-0.4191108285424271	0.7300400060230021	-0.4045282646139634	2.921012666730424	-1.3327146965802543	1.0099840576604395	-0.7452652603817771	-0.621146003674088	-1.0714906164962275	-1.600334640946678	1.5287223870385074	-0.6745	0.17310840927826465	-1.2995033059034173	-1.1623148541130472	-0.7369678047590617	-0.3943064049279071	0.07346335838193566	0.6317838728117104	0.15301030447510597	-0.029324306260385583	0.5063382108546063	0.8022645260845244	-0.25522911217925914	-1.3803658744174399	-1.3894917659574817	0.21574850597377732	-0.42805419430024183	3.7337376894312717	5.779797907625548	6.111837849189136	6.242895144713384	-0.4598966254437941
chr5	0.6158426712732703	-1.16068975531005	0.7138430183501943	0.7721127684034779	0.6701185036687806	0.267195028220363	-0.536869688998481	-0.24893323009832544	-0.4761442135878846	0.2186685052484747	-0.03063433395700021	-0.5721731758962637	-1.663138747677582	0.05907043812823545	-1.0799245276232912	0.6802477005848077	-1.5114483356774582	-0.8427928720730375	-0.676400867505615	0.27327235380873466	0.8032520449294138	0.0653696211023165	-0.7042525412710401	-1.527661791144225	1.0077997345630643	-0.08858835081581047	-1.0453029546378554	0.505389597700703	-1.38834851935514	0.10326930495140686	-0.5285433561092971	-1.6160920472270182	-1.164825427380694	-0.8604596430777488	0.30914196713258285	0.5673305657435193	-0.3639345885142549	0.03063433395695054	0.6614917367570087	0.6927508049525697	-0.5252183331761651	-0.692779289351181	-0.46081639787070666	0.6745	-0.22858107938894695	1.4597977624630023	3.5252792600820104	4.6568826018244325	4.041203851534054	0.6755752852627236
chr6	-0.7532022978232785	0.29896231361299275	-1.0493206605942522	1.0589039369009476	0.4655061658028546	0.917069444424555	-0.6477329604664446	-1.400837155706533	-0.4637601247354984	0.11265694259296266	-0.03729977176549599	-0.8065879039089473	-0.12405979862702553	0.2262841183036989	-0.5203204780538939	0.9702886000856881	-1.4941847280230383	-1.4638389006663928	0.20777850811666554	-1.1647791136728118	0.7163704945617815	-0.32184525213098686	-1.656144798317629	-0.521622770398607	-0.30107130596305426	0.14900993629819312	0.03729977176549599	0.505287963026938	-0.3266147606103682	0.5422729876127911	-0.6745	-1.251997424908863	-0.25894587864673935	-0.4214754281857064	-0.6971588807068408	0.9125401588603185	1.1173429261533954	0.24897341311907364	0.508444872932057	0.24762453093563389	1.6982294111271916	0.7552166716425673	0.3597515843343798	-0.7043424500067367	-1.0445027232519322	1.6694833248337624	2.6359693411495257	2.910360144852819	2.756144384565595	-0.8910072044689443
chr7	3.180302721851317	0.6348771049368406	0.3715408609702483	0.6598259576811804	2.2114454388836746	-1.407906677792576	-0.32837359505630853	0.07596771006868669	-1.5766612385704584	-0.15324687768903014	-0.6745	-0.03605895308973842	-0.028461212947704137	0.6723210893513102	-0.15765610922266038	-0.7330195509164338	5.205103536009214	-0.6349414471068221	0.2284976553196071	-1.6628812669547761	2.2636354469225224	-0.0192711202593777	5.916961934765104	-0.7752030635152161	1.271301781151819	-1.5015139985929797	-2.722497920639375	2.1424173147184753	-1.3032180382562666	-1.0362794615676065	-0.4029389516712216	-1.405297744273785	-1.2878101146689995	0.24035243484835425	-0.5273624585497005	0.39822283000865477	0.3537183648523654	-1.0489083761388007	0.0192711202593777	1.4917715815902626	-0.392491786954147	-2.3778299631294906	-0.5605824622815779	1.8681482951929542	0.3492575439706922	0.14648351624332417	1.627173430326698	3.2372773697300827	2.903101269598832	0.6627153853005999
chr8	-0.3350134541314569	-1.908526256364926	0.2899628224129044	0.34989911031573845	0.2811336699676652	-0.1283791604892341	0.5632499525765886	-0.9893412634326857	-1.1563968131402182	-0.2822558864131509	-0.6446775461558778	-1.2032764081145555	-0.7078813812517623	0.6745	0.38973008695750483	1.4655162883974868	-2.3402574859982597	0.3900202759776554	-0.09627552002522491	-1.1476980227463827	1.3849378407946296	-0.06789468884715605	0.22939568041416475	-0.1784392133184364	0.18020859825995567	0.06789468884715605	-1.0908500192356487	0.6817735093098043	-1.273763188924586	-0.5351986840547791	-0.14956146628686767	0.16560037035618855	-1.0917897868784594	-0.18876487248986462	-0.1236107370084984	0.7667184162845927	-0.722247761682094	1.3825593647223295	0.9634824768106512	2.1636849755667664	-0.6429221999236421	0.17823695624276956	-0.8916989041933702	1.6275220863022415	-0.6215780521515262	2.104003591904208	2.870636697062635	3.7190672309437365	3.8208449651115344	0.7807652746898275
chr9	-1.5021748322799555	0.09939160289481057	-0.06468742402485315	-0.13661578448301098	-0.6500450000366038	-0.1847781873237301	-0.6699939481951425	-0.8361019732175562	-0.7645390522868863	-0.9833163165303503	0.964022792398181	1.1673822284645774	1.8478143161446423	1.7932757471034235	0.2168826971997293	0.47929367288996183	-2.7541445819311714	1.0635970433619126	0.6617166046591775	-0.5409304312651456	-1.0849282150536685	1.4517679583827303	-4.045039109986175	0.25403038392796096	1.6402672314263038	0.5395899032320357	0.06468742402488609	-0.12575405712859697	-1.2939598003422002	0.12780869169415696	0.21586954239410003	0.6745	-0.5077420752795189	-0.6271825851841498	0.4815715446137951	1.556501853219856	-1.0388709709163768	1.1798329009900987	0.5060077682338421	1.7925399762943137	-0.3087168565141769	-0.5290985769158476	1.1780943364438246	1.5576266418708518	-1.1334663775643015	-0.766070458899278	-1.285056696721276	-0.14294601139767715	-1.72586623985019	0.3689204155101952
chr10	-1.809031582571822	0.27145370002746133	0.7826802776867495	-0.7270591377092613	1.0544017666343914	1.394682580913234	-0.32773951969789045	-0.7392542503114591	-0.4047066524755548	-0.3028552264054973	1.0285838084004015	-0.1906509845840372	1.8414506597708027	2.060497331033701	-0.35248130833672736	-0.8085965270269986	-1.107860881448119	0.3779611752040494	0.6075519252088524	1.0730862626102833	-1.5362125582722381	2.602052290762611	-3.975013798772995	0.13171409203364434	2.6075093526461717	0.012937007686024326	1.2547104697117253	-0.02252709735089639	-0.09258674132877177	0.24220082567456797	0.46298434241471453	0.6463213211574039	2.5090566220862405	0.4972158475434738	-0.5386107137147829	-0.1913064181192958	-0.0789460263601759	1.2243435541774246	-0.012937007686024326	-0.4449575685666512	1.878716079503878	1.5301115141619939	1.4012176823121838	0.6745	-0.20270513681924093	-0.4921208820792349	-1.8294427248391891	-0.9652961881487921	-0.9221510007669913	-0.10198544557085595
