chr	s_SRR5975338	s_SRR5982760	s_SRR5982775	s_SRR5982826	s_SRR6003373	s_SRR6003380	s_SRR6003386	s_SRR6024050	s_SRR6024052	s_SRR6024064	s_SRR6024156	s_SRR6024283	s_SRR6024288	s_SRR6024420	s_SRR6024434	s_SRR6024436	s_SRR6024506	s_SRR6024507	s_SRR6024528	s_SRR6024538	s_SRR6024546	s_SRR6036618	s_SRR6036641	s_SRR6036657	s_SRR6036664	s_SRR6036692	s_SRR6036762	s_SRR6036776	s_SRR6036787	s_SRR6036814	s_SRR6036825	s_SRR6036837	s_SRR6036872	s_SRR6036905	s_SRR6036938	s_SRR6036990	s_SRR6036993	s_SRR6037019	s_SRR6037046	s_SRR6040259	s_SRR6040314	s_SRR6040334	s_SRR6040341	s_SRR6040588	s_SRR6040591	s_SRR5975399	s_SRR5982487	s_SRR5982546	s_SRR5982576	s_SRR5997955	s_SRR5998286	s_SRR6003247	s_SRR6024146	s_SRR6024286	s_SRR6024455	s_SRR6676162	s_SRR6676164	s_SRR6676165	s_SRR6676166	s_SRR6676167	s_SRR6676168	s_SRR6676169
chr1	-1.7132946819926609	0.8377134931094797	-0.5535274997835521	-0.14769948562505664	-0.019120032188468583	0.6487197908222467	-0.09310983606684327	-0.924821974711002	-0.36666222945771193	-1.2332799340259861	0.17706329814047142	0.4506514104468274	1.4848426802733545	0.26845175154208933	-0.5956666172772591	-0.6089557473159263	-2.209105140525559	0.0691666448771269	-0.0964732165510254	0.03794508426678105	-1.369710267172849	1.1739841175307737	-3.8025993240188125	-0.36927919740527043	0.1779953285338578	0.1400433945078044	1.467116373045978	-1.3272086979489361	0.06803964586133161	0.7214027746941305	0.01912003218845107	0.7996548344710179	0.6404075976121848	-0.5983454378588735	-0.10279079504576079	0.6745	0.38423905533860186	0.8418979824902774	-0.10068402248344083	0.14596831588865244	0.5779174090780299	1.2028979253043375	-0.39734661412200295	-0.17541475681290805	-0.4756009402664866	-1.6842942305628565	-2.2690737408860233	-1.6269826987358647	-1.7589316077539534	-1.303652203032037	-2.3322238650724683	-0.9440645848874041	-1.6164052222958405	-1.4662999064382691	0.38201662704270944	1.132242271139168	2.027794078519972	1.6521296984785432	2.3624049195593493	2.9801236912254923	3.218176269876214	1.9658716563086245
chr2	-1.3601103566979096	-0.023482782370319574	0.6398872173034936	-0.44345548148457037	0.0030734880874812454	1.212686055607731	-0.38216074674395206	-2.1445591894931084	-1.2574576939041289	-0.2786623189527315	-0.08393847108801923	-0.7889789549084013	0.9863321663426216	1.6516251730694909	-1.5398010784146148	0.8536538045107636	-2.7562233177820104	-0.9019275002267843	0.27024229259321086	0.1388831229719473	0.3798133022161431	0.6349762934296506	-1.9196354768600319	-0.17938175999486328	0.7531379777652115	-0.23203328146370714	0.7546208479491979	0.12128680824412866	0.29935460876142694	0.6745	-0.06710259720165472	0.6208250435184822	1.649096980585756	-0.7774879742206786	-0.3249322106566266	0.6131609109167873	0.7320894426761814	-0.16490242703311497	0.7253816693072483	-0.028914422647339597	0.38255246300358037	1.7196352053101722	-0.0030734880874125703	0.5004470552819748	-0.3068318075924913	1.1063662314704334	1.2175355119166251	2.1041209331316026	0.026421547496131282	2.6850206309658127	-0.8902994350490235	3.0441398821449135	0.45208147231458085	-0.5160334331866563	2.6925919463390313	-1.696461656748177	-0.6301453203841214	-1.9074285436967382	-3.465347752354814	-0.36443732513208105	-4.300952540128024	-5.419824198870669
chr3	-0.7901214789422553	0.9265968619910113	-0.05561458918285324	0.3270390435253405	0.6296107111971454	0.42139977546650975	0.04706359199050998	-1.28660090557142	-1.076744300801183	-0.469526251269481	1.3458074019533939	-0.7009098389159327	-0.709728128910542	-0.06562942154039822	-0.3729759956575477	0.40220581494319513	-1.5325123589275316	-0.04039877120117101	0.08696699789537744	-0.29696209438114207	1.1717286408607657	0.4782958081669968	-0.5997274549117658	0.1722240436791505	-0.1261627099227635	0.37007475426991504	0.9768895007664233	-0.8336076382728734	-0.5962789147830119	-0.20675764941051988	-1.2127873288652664	0.5304331866659425	-0.05209371586386242	-0.41190939652472663	-0.9641796934707985	1.1254415436529477	1.0130161038446392	0.031516433574137734	0.4182262119641895	0.4045885498982883	0.3840803478921469	1.2637968791843994	-0.6745	0.42737036848188925	-0.031516433574137734	0.43891561807760215	1.186255421874455	0.7623931464083636	0.9839104047491976	1.5493231035106036	0.9341329584278998	1.9144320206114063	0.6510955585685912	-0.2680717816245394	1.2560567558950901	-2.1508449142677875	-2.70717339484486	-2.680572000345799	-5.28279512820473	-3.235632662068575	-7.763923120015945	-6.884943602431451
chr4	1.092682674918541	-0.6519749669776671	0.49644416211679887	0.6631471257605832	0.015955935843191178	-0.05737267768607754	0.37856800074898095	0.015906662294003695	0.5395569097929778	0.6745	0.37167535197392665	-0.7957353333123653	-0.8327092767587303	-0.4169068439213097	-0.01590666229397551	0.4932406340950791	-0.1216346883734035	-0.309886257383146	0.5397841091178965	-0.29910405885451835	2.1597668717123617	-0.9853956074555648	0.7467718759105116	-0.5510415063733091	-0.459268998218154	-0.7922491960466319	-1.1832710554586972	1.130321687809209	-0.49871839706898147	0.12799458620373216	-0.96083944507931	-0.8594037078320622	-0.5449064526032399	-0.2915461204146457	0.054318055352917824	0.4671345297890133	0.11313425319920185	-0.021682091939717416	0.3743812911670648	0.5931861800951521	-0.18871379349352022	-1.0206284006793012	-1.0273759914883078	0.15952223731544818	-0.3164988904967694	2.2377374576927935	3.9353303411870493	2.90447033914274	2.0752044690685874	3.4225103828022587	2.447470619934324	2.260659212385535	2.2453849075774928	0.829745632407466	1.145392516029179	-4.718734149332352	-5.686400639206283	-4.54150323484464	-7.916414420356261	-6.484770871709659	-10.91607716715941	-8.717965027583219
chr5	0.589037641186177	-0.9602084198087003	0.6745000000000001	0.7253148229631945	0.6363695211382251	0.2849953509400711	-0.4161987715516921	-0.16510038567769927	-0.36324240431957655	0.24267722409756654	0.02526974205304622	-0.44698559378885383	-1.3983749911745376	0.10349784682948139	-0.889776150187982	0.6452028068066308	-1.2660915778434045	-0.6829826924378346	-0.5378785818684063	0.29029515441580944	0.7524701964188977	0.1089911236557591	-0.5621669625517721	-1.2802307129591721	0.9308484222866892	-0.02526974205308954	-0.8595839990228666	0.49271573532252877	-1.158740930766657	0.14204199007257912	-0.40893769472693137	-1.357347361019753	-0.9638149814279184	-0.6983892085137539	0.3215756738816189	0.5467320872441759	-0.26538867699675606	0.07869980671594959	0.628846447279738	0.6561062864741631	-0.4060380692516004	-0.5521615778609739	-0.34987560179564886	0.6401904567039554	-0.14735205254993358	1.5956262824692113	3.1338816240231075	2.1583162876036783	1.8962408749870927	2.037190294688092	1.4959665444942096	3.0775305895017007	1.2469410377549368	0.8312132267975347	1.6815196613269896	-2.0314454262071164	-3.1529438382575745	-2.4398888343031717	-4.420581593322166	-3.2459888032667075	-7.168350991170404	-6.061372668591623
chr6	-0.7091790543279938	0.28148853430279414	-0.9879898613130047	0.9970130133243396	0.4382982147053611	0.8634684774988537	-0.6098741993859965	-1.3189608850404282	-0.4366542264215441	0.10607235830592965	-0.03511967096190517	-0.7594443731513364	-0.11680873906611199	0.21305824144699173	-0.48990873453273437	0.9135770746087791	-1.4068524690817257	-1.378280297687958	0.195634249021411	-1.096699987138507	0.6745	-0.3030340085337347	-1.5593462809332692	-0.4911349103637844	-0.2834742600563187	0.14030058858665526	0.03511967096190517	0.4757548414527517	-0.3075247483028407	0.5105781616097581	-0.6350767563065288	-1.1788205537661196	-0.24381098394353634	-0.3968409900594273	-0.6564112684797491	0.8592039200718392	1.052036354667967	0.2344213900818779	0.4787272359709058	0.23315134749967095	1.5989711280696863	0.7110756918241282	0.3387247876281877	-0.6631749718002546	-0.9834535232560015	0.38883369166532955	1.712613700802517	1.9127052642132534	0.3551423034873005	2.131721948289493	0.3583787948896148	1.5854588155641862	0.6050454534436177	1.0047763692616867	1.7078446292091864	-2.9935180206786325	-3.391476840895875	-2.945051615649318	-5.986402080214775	-3.6032948987300975	-7.9984673526646395	-7.130087717235024
chr7	1.9680459330082987	0.26752911499808457	0.09160265748106781	0.2841966394387469	1.3207836076077628	-1.0971888932620684	-0.3759876330120368	-0.10586023859430553	-1.209928376518537	-0.25899111730674834	-0.6072235288295877	-0.18070164173748285	-0.17562583641653923	0.292544234201333	-0.2619367827890216	-0.6463185547673047	3.3207500995398185	-0.5807957345762482	-0.00395989806744965	-1.2675291986924642	1.3556500699441207	-0.16948623167942825	3.79631975322846	-0.6745	0.6927039298143833	-1.1597249274137638	-1.9754249345806707	1.2746681425638817	-1.027249787203294	-0.8489167272944261	-0.42580234459582816	-1.0954459488616137	-1.0169562500373859	0.003959898067420085	-0.5089256794898731	0.10942802106110379	0.07969602222683483	-0.8573536981015176	-0.1437374029686577	0.8399926979550105	-0.41882293055054826	-1.7451633804892708	-0.5311188933339678	1.0914378500489188	0.07671589156380972	0.6633903093624127	0.5080489442593576	-0.17569416398917875	0.7034223210265704	0.9410937725666958	0.6995767311421621	-0.7584362614012963	0.4064881086076893	0.08854802455882672	-0.5736539300869125	3.649418215097198	5.155144538473728	4.206944158488868	3.815205538148659	4.944735527475235	3.5405749470639836	3.1752704120185675
chr8	-0.4218870730799019	-1.7128204419771824	0.09085278452729514	0.14002540895829904	0.08360921619123712	-0.25236121701909725	0.3150616216703492	-0.9587073658830115	-1.0957622301782524	-0.3786039777452166	-0.6759401122265701	-1.1342229490150233	-0.7277934811039922	0.40633281965897383	0.17270333619831846	1.055294379160844	-2.067019181216948	0.17294141159806617	-0.22602291161780366	-1.0886256128132676	0.9891866190734654	-0.20273885447330173	0.04116259798802363	-0.29343123091046774	0.0008087822571115925	-0.09133522397308151	-1.0419866629534191	0.4123001151672682	-1.1920513551675878	-0.5861220210902247	-0.2697394965892016	-0.01117602576902053	-1.0427576623424246	-0.30190255568223734	-0.24844913128355223	0.4819901836408002	-0.7395798738562238	0.9872352818333121	0.6434183532573856	1.6280823819700525	-0.6745	-0.0008087822570714064	-0.8786001182133576	1.188206351769661	-0.6569889428604656	0.9544030301797441	2.7401941371372733	2.2418361247360155	1.5629673491590257	2.104606292802836	1.8993666521407377	2.7214445947356274	0.7185859058955876	1.2312289143095054	1.4812163777972394	0.1472824534797462	0.38304523766574594	0.3060917606602053	-1.076046749125112	0.4564244974007605	-2.3743937531059536	-2.999076478287087
chr9	-1.1472039837544947	-0.010088099484589629	-0.12658458922623397	-0.17765389201012843	-0.5421898261005048	-0.21184930975363997	-0.556353625570413	-0.6742907086718569	-0.6234808688002214	-0.7788132339301201	0.603802050824522	0.7481877221825982	1.2312960828941564	1.1925735723569308	0.07333085002642313	0.2596432515045212	-2.0361054103122163	0.6745	0.3891639562433318	-0.4647182291500188	-0.8509579175998166	0.9501022501393078	-2.9526435198338907	0.09970579377825392	1.083937171278741	0.30245371492191137	-0.034728146988600224	-0.1699420403915814	-0.9993708280637971	0.010088099484589629	0.0726115077641212	0.39824019659009263	-0.4411544194102486	-0.5259574585192894	0.2612605457126241	1.0244635584341795	-0.8182571674192621	0.7570277285586487	0.27861032116973444	1.1920511733756303	-0.2998460523903895	-0.45631758511461445	0.7557933436976915	1.0252621609856585	-0.8854201255806501	-0.7042294572758961	-1.1898871362288477	-0.7516169965842852	-0.20306370285091668	-0.45081560500222256	-1.6093505706665447	0.7709008184291901	-0.6002114186483786	-0.7826294072602548	0.41813537510663923	2.5954705883765046	3.1901220083655564	2.2142817707919433	2.407252872539079	3.143637057244697	2.689694833317423	1.4806061165925781
chr10	-1.707082913203593	0.0120862763882822	0.434528573175068	-0.8130156940059767	0.659060424400275	0.9402449617821221	-0.4830455712531448	-0.8230928918716153	-0.5466458881548207	-0.4624829118145729	0.6377262488089959	-0.3697650843469493	1.309423211918786	1.490428235827127	-0.5034904746990084	-0.8803925549178117	-1.1276839258142752	0.1000966897837799	0.28981461133063036	0.6745	-1.4816441346488212	1.9379318106053258	-3.496900857334753	-0.10338487384666417	1.9424411492362594	-0.20153404392147778	0.8245816869719684	-0.2308391282812921	-0.2887315740332084	-0.0120862763882822	0.17035395653429256	0.3218509595669258	1.861086619874552	0.1986405055538533	-0.6572949460304413	-0.37030668930280564	-0.2774598303231466	0.7994885675896076	-0.22291454125577212	-0.5799064622023369	1.3402167781978374	1.0521540684544268	0.9456451177312655	0.345135871445308	-0.37972580231152037	-0.9782011649439046	-2.0331467874321296	-1.6046851748606952	-0.948510687175712	-0.3009454831799958	-2.0217481053214876	0.6333582047629813	-0.5790888318100834	-0.28968072815316664	1.2390047611919897	4.042958104988909	6.124609619519065	4.034545826058746	6.762744147716665	6.185145724136653	7.777447542347002	5.574064920364437
