chr1	0.9569810934821618
chr2	1.0149649175824036
chr3	1.0253591493451981
chr4	0.9677126225763919
chr5	0.9983572816149764
chr6	0.9944763875447097
chr7	1.0016427183850236
chr8	1.0212149130636832
chr9	0.8353529070586172
chr10	1.0454802104990912
chr11	1.0338794399169007
chr12	1.0439569615454574
chr13	0.8379375953951042
chr14	0.8701712509647872
chr15	0.8444149168235853
chr16	0.9638044446807595
chr17	1.0740756550298185
chr18	1.244262394466967
chr19	1.1053092156628732
chr20	1.0888168262318378
chr21	0.952897498314897
chr22	0.7693941673989749
